movie_id,movie_title,release_date,unknown,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film_Noir,Horror,Musical,Mystery,Romance,Sci_Fi,Thriller,War,Western
262,In the Company of Men (1997),1-Aug-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,Steel (1997),15-Aug-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Mimic (1997),22-Aug-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
265,Hunt for Red October,,,,,,,,,,,,,,,,,,,,
266,Kull the Conqueror (1997),29-Aug-97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,unknown,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Chasing Amy (1997),1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,Full Monty,,,,,,,,,,,,,,,,,,,,
270,Gattaca (1997),1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
271,Starship Troopers (1997),1-Jan-97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
272,Good Will Hunting (1997),1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273,Heat (1995),1-Jan-95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
274,Sabrina (1995),1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
275,Sense and Sensibility (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
276,Leaving Las Vegas (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,Restoration (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,Bed of Roses (1996),1-Jan-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
279,Once Upon a Time... When We Were Colored (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,Up Close and Personal (1996),1-Mar-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
281,River Wild,,,,,,,,,,,,,,,,,,,,
282,Time to Kill,,,,,,,,,,,,,,,,,,,,
283,Emma (1996),2-Aug-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
284,Tin Cup (1996),16-Aug-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
285,Secrets & Lies (1996),4-Oct-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,English Patient,,,,,,,,,,,,,,,,,,,,
287,Marvin's Room (1996),18-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,Scream (1996),20-Dec-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
289,Evita (1996),25-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
290,Fierce Creatures (1997),10-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Absolute Power (1997),14-Feb-97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292,Rosewood (1997),21-Feb-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,Donnie Brasco (1997),28-Feb-97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
294,Liar Liar (1997),21-Mar-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Breakdown (1997),2-May-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,Promesse,,,,,,,,,,,,,,,,,,,,
297,Ulee's Gold (1997),1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,Face/Off (1997),27-Jun-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
299,Hoodlum (1997),22-Aug-97,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
300,Air Force One (1997),1-Jan-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,In & Out (1997),19-Sep-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,L.A. Confidential (1997),1-Jan-97,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
303,Ulee's Gold (1997),1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,Fly Away Home (1996),13-Sep-96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Ice Storm,,,,,,,,,,,,,,,,,,,,
306,Mrs. Brown (Her Majesty,,,,,,,,,,,,,,,,,,,,
307,Devil's Advocate,,,,,,,,,,,,,,,,,,,,
308,FairyTale: A True Story (1997),1-Jan-97,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
309,Deceiver (1997),1-Jan-97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,Rainmaker,,,,,,,,,,,,,,,,,,,,
311,Wings of the Dove,,,,,,,,,,,,,,,,,,,,
312,Midnight in the Garden of Good and Evil (1997),1-Jan-97,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
313,Titanic (1997),1-Jan-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
314,3 Ninjas: High Noon At Mega Mountain (1998),1-Jan-97,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Apt Pupil (1998),23-Oct-98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
316,As Good As It Gets (1997),23-Dec-97,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
317,In the Name of the Father (1993),1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,Schindler's List (1993),1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
319,Everyone Says I Love You (1996),6-Dec-96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),6-Dec-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,Mother (1996),25-Dec-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Murder at 1600 (1997),18-Apr-97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
323,Dante's Peak (1997),7-Feb-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,Lost Highway (1997),21-Feb-97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,Crash (1996),21-Mar-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
326,G.I. Jane (1997),1-Jan-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
327,Cop Land (1997),1-Jan-97,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
328,Conspiracy Theory (1997),8-Aug-97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
329,Desperate Measures (1998),30-Jan-98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
330,187 (1997),1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,Edge,,,,,,,,,,,,,,,,,,,,
332,Kiss the Girls (1997),1-Jan-97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
333,Game,,,,,,,,,,,,,,,,,,,,
334,U Turn (1997),1-Jan-97,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
335,How to Be a Player (1997),1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Playing God (1997),1-Jan-97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
337,House of Yes,,,,,,,,,,,,,,,,,,,,
338,Bean (1997),1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Mad City (1997),1-Jan-97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,Boogie Nights (1997),1-Jan-97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
341,Critical Care (1997),1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Man Who Knew Too Little,,,,,,,,,,,,,,,,,,,,
343,Alien: Resurrection (1997),1-Jan-97,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
344,Apostle,,,,,,,,,,,,,,,,,,,,
345,Deconstructing Harry (1997),1-Jan-97,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
346,Jackie Brown (1997),1-Jan-97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
347,Wag the Dog (1997),9-Jan-98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
348,Desperate Measures (1998),30-Jan-98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
349,Hard Rain (1998),16-Jan-98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,Fallen (1998),16-Jan-98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
351,Prophecy II,,,,,,,,,,,,,,,,,,,,
352,Spice World (1997),1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
353,Deep Rising (1998),30-Jan-98,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
354,Wedding Singer,,,,,,,,,,,,,,,,,,,,
355,Sphere (1998),13-Feb-98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
356,Client,,,,,,,,,,,,,,,,,,,,
357,One Flew Over the Cuckoo's Nest (1975),1-Jan-75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,Spawn (1997),1-Aug-97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
359,Assignment,,,,,,,,,,,,,,,,,,,,
360,Wonderland (1997),1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,Incognito (1997),1-Jan-97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,Blues Brothers 2000 (1998),6-Feb-98,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
363,Sudden Death (1995),1-Jan-95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Ace Ventura: When Nature Calls (1995),1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Powder (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,Dangerous Minds (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,Clueless (1995),1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Bio-Dome (1996),1-Jan-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Black Sheep (1996),2-Feb-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Mary Reilly (1996),23-Feb-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
371,Bridges of Madison County,,,,,,,,,,,,,,,,,,,,
372,Jeffrey (1995),1-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Judge Dredd (1995),1-Jan-95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,Mighty Morphin Power Rangers: The Movie (1995),1-Jan-95,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Showgirls (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,Houseguest (1994),1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Heavyweights (1994),1-Jan-94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Miracle on 34th Street (1994),1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,Tales From the Crypt Presents: Demon Knight (1995),1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,Star Trek: Generations (1994),1-Jan-94,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,Muriel's Wedding (1994),1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
382,Adventures of Priscilla,,,,,,,,,,,,,,,,,,,,
383,Flintstones,,,,,,,,,,,,,,,,,,,,
384,Naked Gun 33 1/3: The Final Insult (1994),1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,True Lies (1994),1-Jan-94,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
386,Addams Family Values (1993),1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Age of Innocence,,,,,,,,,,,,,,,,,,,,
388,Beverly Hills Cop III (1994),1-Jan-94,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Black Beauty (1994),1-Jan-94,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Fear of a Black Hat (1993),1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Last Action Hero (1993),1-Jan-93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Man Without a Face,,,,,,,,,,,,,,,,,,,,
393,Mrs. Doubtfire (1993),1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Radioland Murders (1994),1-Jan-94,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
395,Robin Hood: Men in Tights (1993),1-Jan-93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Serial Mom (1994),1-Jan-94,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
397,Striking Distance (1993),1-Jan-93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Super Mario Bros. (1993),1-Jan-93,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,Three Musketeers,,,,,,,,,,,,,,,,,,,,
400,Little Rascals,,,,,,,,,,,,,,,,,,,,
401,Brady Bunch Movie,,,,,,,,,,,,,,,,,,,,
402,Ghost (1990),1-Jan-90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
403,Batman (1989),1-Jan-89,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
404,Pinocchio (1940),1-Jan-40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Mission: Impossible (1996),22-May-96,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,Thinner (1996),25-Oct-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
407,Spy Hard (1996),24-May-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Close Shave,,,,,,,,,,,,,,,,,,,,
409,Jack (1996),7-Aug-96,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
410,Kingpin (1996),12-Jul-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Nutty Professor,,,,,,,,,,,,,,,,,,,,
412,Very Brady Sequel,,,,,,,,,,,,,,,,,,,,
413,Tales from the Crypt Presents: Bordello of Blood (1996),19-Jul-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,My Favorite Year (1982),1-Jan-82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Apple Dumpling Gang,,,,,,,,,,,,,,,,,,,,
416,Old Yeller (1957),1-Jan-57,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,Parent Trap,,,,,,,,,,,,,,,,,,,,
418,Cinderella (1950),1-Jan-50,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,Mary Poppins (1964),1-Jan-64,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
420,Alice in Wonderland (1951),1-Jan-51,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
421,William Shakespeare's Romeo and Juliet (1996),25-Oct-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
422,Aladdin and the King of Thieves (1996),1-Jan-96,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,E.T. the Extra-Terrestrial (1982),1-Jan-82,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
424,Children of the Corn: The Gathering (1996),1-Jan-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,Bob Roberts (1992),1-Jan-92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Transformers: The Movie,,,,,,,,,,,,,,,,,,,,
427,To Kill a Mockingbird (1962),1-Jan-62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,Harold and Maude (1971),1-Jan-71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Day the Earth Stood Still,,,,,,,,,,,,,,,,,,,,
430,Duck Soup (1933),1-Jan-33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
431,Highlander (1986),1-Jan-86,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Fantasia (1940),1-Jan-40,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,Heathers (1989),1-Jan-89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Forbidden Planet (1956),1-Jan-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,Butch Cassidy and the Sundance Kid (1969),1-Jan-69,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
436,American Werewolf in London,,,,,,,,,,,,,,,,,,,,
437,Amityville 1992: It's About Time (1992),1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,Amityville 3-D (1983),1-Jan-83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,Amityville: A New Generation (1993),1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,Amityville II: The Possession (1982),1-Jan-82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,Amityville Horror,,,,,,,,,,,,,,,,,,,,
442,Amityville Curse,,,,,,,,,,,,,,,,,,,,
443,Birds,,,,,,,,,,,,,,,,,,,,
444,Blob,,,,,,,,,,,,,,,,,,,,
445,Body Snatcher,,,,,,,,,,,,,,,,,,,,
446,Burnt Offerings (1976),1-Jan-76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,Carrie (1976),1-Jan-76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,Omen,,,,,,,,,,,,,,,,,,,,
449,Star Trek: The Motion Picture (1979),1-Jan-79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,Star Trek V: The Final Frontier (1989),1-Jan-89,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,Grease (1978),1-Jan-78,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
452,Jaws 2 (1978),1-Jan-78,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,Jaws 3-D (1983),1-Jan-83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,Bastard Out of Carolina (1996),15-Dec-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455,Jackie Chan's First Strike (1996),10-Jan-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Beverly Hills Ninja (1997),17-Jan-97,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Free Willy 3: The Rescue (1997),8-Aug-97,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,Nixon (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,Cry,,,,,,,,,,,,,,,,,,,,
460,Crossing Guard,,,,,,,,,,,,,,,,,,,,
461,Smoke (1995),1-Jan-95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
462,Like Water For Chocolate (Como agua para chocolate) (1992),1-Jan-92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463,Secret of Roan Inish,,,,,,,,,,,,,,,,,,,,
464,Vanya on 42nd Street (1994),1-Jan-94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,Jungle Book,,,,,,,,,,,,,,,,,,,,
466,Red Rock West (1992),1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,Bronx Tale,,,,,,,,,,,,,,,,,,,,
468,Rudy (1993),1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,Short Cuts (1993),1-Jan-93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
470,Tombstone (1993),1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471,Courage Under Fire (1996),8-Mar-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
472,Dragonheart (1996),31-May-96,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,James and the Giant Peach (1996),12-Apr-96,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),1-Jan-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
475,Trainspotting (1996),19-Jul-96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
476,First Wives Club,,,,,,,,,,,,,,,,,,,,
477,Matilda (1996),2-Aug-96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,Philadelphia Story,,,,,,,,,,,,,,,,,,,,
479,Vertigo (1958),1-Jan-58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
480,North by Northwest (1959),1-Jan-59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
481,Apartment,,,,,,,,,,,,,,,,,,,,
482,Some Like It Hot (1959),1-Jan-59,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
483,Casablanca (1942),1-Jan-42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
484,Maltese Falcon,,,,,,,,,,,,,,,,,,,,
485,My Fair Lady (1964),1-Jan-64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
486,Sabrina (1954),1-Jan-54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
487,Roman Holiday (1953),1-Jan-53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
488,Sunset Blvd. (1950),1-Jan-50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
489,Notorious (1946),1-Jan-46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
490,To Catch a Thief (1955),1-Jan-55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
491,Adventures of Robin Hood,,,,,,,,,,,,,,,,,,,,
492,East of Eden (1955),1-Jan-55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
493,Thin Man,,,,,,,,,,,,,,,,,,,,
494,His Girl Friday (1940),1-Jan-40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Around the World in 80 Days (1956),1-Jan-56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,It's a Wonderful Life (1946),1-Jan-46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,Bringing Up Baby (1938),1-Jan-38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
498,African Queen,,,,,,,,,,,,,,,,,,,,
499,Cat on a Hot Tin Roof (1958),1-Jan-58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,Fly Away Home (1996),13-Sep-96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Dumbo (1941),1-Jan-41,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
502,Bananas (1971),1-Jan-71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
503,Candidate,,,,,,,,,,,,,,,,,,,,
504,Bonnie and Clyde (1967),1-Jan-67,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
505,Dial M for Murder (1954),1-Jan-54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
506,Rebel Without a Cause (1955),1-Jan-55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,Streetcar Named Desire,,,,,,,,,,,,,,,,,,,,
508,People vs. Larry Flynt,,,,,,,,,,,,,,,,,,,,
509,My Left Foot (1989),1-Jan-89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
510,Magnificent Seven,,,,,,,,,,,,,,,,,,,,
511,Lawrence of Arabia (1962),1-Jan-62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
512,Wings of Desire (1987),1-Jan-87,,,,,,,,,,,,,,,,,,,
513,Third Man,,,,,,,,,,,,,,,,,,,,
514,Annie Hall (1977),1-Jan-77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
515,Boot,,,,,,,,,,,,,,,,,,,,
516,Local Hero (1983),1-Jan-83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Manhattan (1979),1-Jan-79,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
518,Miller's Crossing (1990),1-Jan-90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
519,Treasure of the Sierra Madre,,,,,,,,,,,,,,,,,,,,
520,Great Escape,,,,,,,,,,,,,,,,,,,,
521,Deer Hunter,,,,,,,,,,,,,,,,,,,,
522,Down by Law (1986),1-Jan-86,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
523,Cool Hand Luke (1967),1-Jan-67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
524,Great Dictator,,,,,,,,,,,,,,,,,,,,
525,Big Sleep,,,,,,,,,,,,,,,,,,,,
526,Ben-Hur (1959),1-Jan-59,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,Gandhi (1982),1-Jan-82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
